userName,content,score,at
Gemy Mo,سيئ جدا يعطيك سعر قبل المشوار وبعد المشوار تلقاه مزود عليك الضعف,1,2025-06-27 22:39:37
محمود ابو مصطفي,ممتاز,5,2025-06-27 22:30:08
ايهم,جميل,5,2025-06-27 22:22:19
Sala Jibieel,رحله ممتازه,5,2025-06-27 21:38:40
Sohsho Moka,جيد جدا,5,2025-06-27 21:30:04
وسيم الجابري,ممتاز,5,2025-06-27 21:27:24
Omada Alkbeer,ممتاز,5,2025-06-27 21:00:02
Ahmed Omran,ممتاز,5,2025-06-27 20:58:31
Mohamed Abdallah,حلو,5,2025-06-27 20:52:11
Ma7moud Hanen,جيد جدا,5,2025-06-27 20:51:29
ahmed nasr,تطبيق رائع للاندرويد مجانا في الموقع,5,2025-06-27 19:56:49
ادم طه,جميل انصح بيه,5,2025-06-27 19:11:33
Nagla Abdalla,ممتاز,5,2025-06-27 19:00:35
Faten Hamdy,- يحتاج إلى توفير بدائل متنوعة مثل عروض كيلومترات أو عدد رحلات ....,4,2025-06-27 18:49:36
MOHAMED MOHAMED,رائع جدا رائع جدا انصح الجميع بتنزيل برنامج,5,2025-06-27 18:42:27
Ahmedجوده جوده,برنامج رائع,5,2025-06-27 18:32:27
Mohamed Ahmed,ممتاز,5,2025-06-27 18:10:57
Zain Ibrahim,جميل,5,2025-06-27 17:45:55
Mohamed Yousef,امان لسنين قدام👍🏻,5,2025-06-27 17:43:46
Hassan Ahmed,تطبيق رائع,5,2025-06-27 17:30:43
Abdo Bota,تطبيق رائع,5,2025-06-27 17:12:28
sameh ayad,للاسف انا لغيت الابلكيشن السواقين مش ملتزمين وبيلغوا الرحلات لدرجه اني كنت مسافر وكانوا هيضيعوا الاتوبيس علي ولما السواق وصل متاخر ضحك علي وقالي الغي الرحله فعلقلي الرحله اول ما وصلت الابلكيشن رفض يديني رحله جديدة للاسف علشان الفلوس بتاعه الالغاء ورافضين ياخدوهم كاش ومبقتش عارف اتحرك للاسف تجربه زي الزفت ولغيته بلا عودة بلا قرف ان شاء الله هتقفلوا الابلكيشن ويتلغي نصيحه محدش ينزله الغوه,1,2025-06-27 16:17:41
عبدالتواب عبدالحميد,جميله اوي,5,2025-06-27 16:17:00
intelligence Vision,بصراحة في نصب طالب مشوار من سليم الاول حلمية الزيتون لحد مارينا 2 انا ومراتي وبناتي الاتنين الأجرة طلعت 2040 جنيه تمام حياخدهم بيقولي قليل قلت له ليه قال يا باشا انا رايح بيكو مارينا وحوصلكو حرجع فاضي فإنا عايذ نفس الأجرة وحتي لو عايذ 200 ليه برده قلت له اللي هو ازاي يعني عايذ 4080 جنيه عشان البنزين طب مش هو جي حيلاقي رزق وحيعوض ولا ده حاجة اوبر عملاها هل ده ينفع علي العموم ده اسلوب زباله,3,2025-06-27 15:26:04
Paris Tube,سريع آمن مريح,5,2025-06-27 15:17:33
محمد رياض,",ممتاز",5,2025-06-27 15:11:31
mostafa Asaf,شكران,5,2025-06-27 14:58:42
Roua Abdulwahab,برنامج رائعة,5,2025-06-27 14:38:29
Sara,جميل جدا,5,2025-06-27 14:04:16
Karima Nagah,اسرع,5,2025-06-27 13:52:44
شريف يوسف عبدالله,تطبيق للإستعمال مباشرة ممتع جدا و اشكركم على هذا الشركة والكباتن شكر وتقديري وامتناني مع,5,2025-06-27 13:51:56
Hima She3bo,جميل,5,2025-06-27 13:39:43
hussein omar,super,5,2025-06-27 13:35:07
عبد الحي الطيب الشيخ البكري,جامده اوي,5,2025-06-27 13:22:17
Mohamad,جيد,3,2025-06-27 13:12:14
Asmaa Mohamed,تطبيق حلو ومريح,5,2025-06-27 12:53:27
Abeer Fahmy,nice,5,2025-06-27 12:28:47
محمد العتيبي,لم يتم العثور على سياره لتوصيلي,1,2025-06-27 12:12:04
Moaz Mahmoud,برنامج ممتاز,5,2025-06-27 11:58:35
Ahmed Tamer,cool,5,2025-06-27 11:53:50
Adel Sakr,شكرا جزيلا,5,2025-06-27 11:34:53
Ali Mohamed,ممتاز,5,2025-06-27 11:31:44
basemromio رخم,الخدمه علي اعلي مستوي,5,2025-06-27 10:59:28
Mostafa Ahmed,ممتاز,5,2025-06-27 10:42:43
Monia Thabet,مفيد,3,2025-06-27 10:01:28
Dera Ibrahime,ممتاز,5,2025-06-27 09:20:18
sawsan samieh,ممتاز,5,2025-06-27 09:00:21
Nasr Aponasr,ممتازه جدا,5,2025-06-27 08:36:25
Hanin Ibrahim,تطبيق رائع و سهل الإستخدام و يلبي إحتياجات الركاب على جميع المستويات,5,2025-06-27 08:12:33
Salah Gamal,كويس,5,2025-06-27 07:58:47
Sham3a,تجربة ممتازة,5,2025-06-27 07:31:51
الهاوي I alhaooi,فاااااااااشل بمعنى الكلمه,1,2025-06-27 06:52:08
Sabry Gaber Awad,تجربة رائعة ومميزة,5,2025-06-27 05:18:46
أحمد عثمان,جميل جدا,5,2025-06-27 04:38:29
Omar Hassan,مرررره روعة,5,2025-06-27 03:28:48
Ahmed Ali,ممتازه,5,2025-06-27 03:01:24
أسامة ا الوليدي,ممتاز,5,2025-06-27 01:31:03
فايز المالكي,اول مشوار تمام بنشوف بعدين ان شاء الله يكون خير,5,2025-06-27 01:08:06
asem asem,ممتاز جدا طبعآ,5,2025-06-27 00:46:59
وليد العميسي,تطبيق حلو جداً ولكن الفتره الاخيره اسعارهم زادت بشكل غريب,5,2025-06-26 23:22:13
حماده بدرى,ليه الاجره غاليه جدا كنت بروح مشوار بسعر وبعد ربع ساعه ارجع نفس المكان واطلب يقلى سعر اغلى منه مع ان نفس المشوار وايه حكايه كل كابتن تيار يبعت رساله يقلى رايح فين لو المشوار عجبه يجى لو مش عوزه يكنسل المشوار ليه كده واصبحت انتظر كثير حتى يرسل اليه كابتن,1,2025-06-26 23:12:56
عزت السيسى,ممتاز جدا جدا جدا,5,2025-06-26 23:06:31
ابو ناصر,شكرا من القلب ❤️,5,2025-06-26 23:06:20
اشربها زيادة,تجربة جيدة و سائق محترم للغاية,5,2025-06-26 23:05:54
Ahmed Zaki,ممتاز,5,2025-06-26 22:57:32
عبد الواسع اري,جميل جدا,5,2025-06-26 22:53:38
Noura Ibrahem,كويس,5,2025-06-26 22:44:17
تامر الهلالى,جيده,4,2025-06-26 22:32:07
Waled Waled,ممتازه,5,2025-06-26 22:27:36
ابو جنات,لو يستاهل اقل من نجمة اعطيته كيف تشاركون راكب معي دون اذن مني وتضييع وقتي لاكن حسبي الله ونعم الوكيل,1,2025-06-26 21:56:04
IT EG,ممتاز جدا,5,2025-06-26 21:36:00
Mervat Mo,تعامل كباتن سيء جدا واللوكيشن بجيب عمكان غلط والاجرة مرتفعة للأسف ليس كما عهدناه دائما,1,2025-06-26 21:32:41
Bushra,التوصيلة باسطنبول بميتين..اوبر يعطيها 230 والشوفير ياخذ300..نصب بنصب,1,2025-06-26 21:16:03
Ammar Mohammed,❤️,5,2025-06-26 21:07:09
Hager Advocate,سائق ممتاز,5,2025-06-26 20:44:55
Ahmed Ramadan,السائق محترم جدا,5,2025-06-26 20:41:58
ليندا الهندي,سائق متميز وفقه الله,5,2025-06-26 20:09:25
Ibrahim Alidarous,تطبيق جميل,5,2025-06-26 19:49:00
Mohamed Elsadig,تطبيق سيئ جدا واحتيالي,1,2025-06-26 19:32:20
RAHAF Mohamed,رائعة,5,2025-06-26 19:30:38
Ayman Awad,بعض السائقين يلغي الرحلة بعد انتظاري له لوقت طويل وهذا حصل اليوم الخميس مرتين مما يجعلني أتأخر على مواعيدي,3,2025-06-26 19:28:43
Amal Khaled,خدمة ممتازة وسائق محترم,5,2025-06-26 19:09:01
Fatma Hussin,ممتاز جدا,5,2025-06-26 19:05:32
لؤلؤ لؤلؤ,سهل ورخيص جدا غير برامج تاني,5,2025-06-26 18:49:44
Shehab Nashwan,ممتاز,5,2025-06-26 18:43:34
mohamed ata,ممتاز,5,2025-06-26 18:15:29
Gogo Alahmad,ممتاز,5,2025-06-26 18:02:15
shady mohamed,اسوء تجربة وشركة معفنة والسائقين فيها عربجية,1,2025-06-26 18:01:38
ياسر البشايره,ممتاز,5,2025-06-26 17:46:19
Memo Sarhan,ممتاز,5,2025-06-26 17:45:55
Mohamed Ahmed,tmam,5,2025-06-26 17:26:25
احسان علي,ممتاز,5,2025-06-26 17:20:30
mahmoud yuones,جيده جدا,5,2025-06-26 17:18:36
Hussein Hassan,مميزة,1,2025-06-26 17:12:40
Hoba Salah,احلي تطبيق فعلا,5,2025-06-26 16:48:02
UAQ UAE,خدمة ممتازة، والسيارات حديثة ونظيفة، والسائقين مرتبين ويتحدثون الانجليزية لتسهيل التفاهم معهم.,5,2025-06-26 15:32:46
محمد الحربي,ممتاز,5,2025-06-26 15:16:44
محمد باشا,تطبيق ممتاز,4,2025-06-26 14:55:30
Ezzat Ahmed,خدمة ممتازة واسعار مناسبة جدا,5,2025-06-26 14:12:57
أحمد حسن محمد محمد أحمد حسن,ممتازة,5,2025-06-26 13:56:20
ayman sayed,ممتاز,5,2025-06-26 12:46:15
Reem Gg,شكرا,5,2025-06-26 12:38:35
