userName,content,score,at,sentiment,clean_text
Mohamed Hossny,ممتازة,5,2025-07-10 05:46:58,positive,ممتازه
Nermin Mustafa,ميعاد مظبوط وعربية جيدة وسائق محترم,5,2025-07-10 05:35:23,positive,ميعاد مظبوط وعربيه جيده وسائق محترم
Saad Elmahs,جميل,5,2025-07-10 05:03:06,positive,جميل
Mohammed Zaki,wow,5,2025-07-10 04:57:58,positive,
منوعات مختلفه,ممتاز,5,2025-07-10 04:49:35,positive,ممتاز
دودو المبي,مش يستحق النجمه حتا برنامج زي الخرا,1,2025-07-10 04:43:12,negative,مش يستحق النجمه حتا زي الخرا
mohamed fathey,جيدا جدآ,5,2025-07-10 03:37:00,positive,جيدا جدا
YASSEN AZIZ,عملي,5,2025-07-10 03:18:03,positive,عملي
الفرعون المصري,عملي,5,2025-07-10 03:07:43,positive,عملي
Mohamed Elshamy,مريح ومنجز💪❤️,5,2025-07-10 02:35:15,positive,مريح ومنجز
Mohamed Khalil,جيدة,5,2025-07-10 01:51:35,positive,جيده
ابراهيم الزيلعي,ممتاز,5,2025-07-10 01:34:27,positive,ممتاز
ali,الحمدلله، تجربة طيبة، ياليت الشركة تسوي مراجعة دائمة للسواقين؛ من ناحية موديلات سياراتهم !,5,2025-07-10 01:32:26,positive,الحمدلله، تجربه طيبه، ياليت الشركه تسوي مراجعه دائمه للسواقين؛ ناحيه موديلات سياراتهم
Moaz Anwar,حلو,5,2025-07-09 23:50:19,positive,حلو
طارق السيد,تجربة محترمة جدا,5,2025-07-09 23:43:29,positive,تجربه محترمه جدا
Omer Mok,رائع جدا,5,2025-07-09 23:11:48,positive,رائع جدا
Omnia Mahmoud,ممتاز,5,2025-07-09 22:21:09,positive,ممتاز
hima ashraf,ممتاز,5,2025-07-09 20:56:55,positive,ممتاز
Majed Tamawi,لابأس ودقة عالية وجودة للخدمة أعجبني جدا,1,2025-07-09 18:49:31,negative,لاباس ودقه عاليه وجوده للخدمه اعجبني جدا
Mahmoud Barakat 69,ممتاز جدا,5,2025-07-09 18:19:27,positive,ممتاز جدا
محمد عاطف,تطبيق محترم,5,2025-07-09 18:05:13,positive,محترم
Osama Adel,ممتاز جدا والله,5,2025-07-09 17:53:22,positive,ممتاز جدا والله
Sayed Elfrmawy,التطبيق أصبح سئ جداََ بعد أن يتم سداد المبلغ بالكامل يتم نزول مديونيه على البرنامج,1,2025-07-09 17:50:50,negative,التطبيق اصبح سئ جدا ان يتم سداد المبلغ بالكامل يتم نزول مديونيه البرنامج
adel Adel,ممتازة,5,2025-07-09 17:47:11,positive,ممتازه
Zyead Hammad,برنامج زبالة وسواقين نفضل مستنينهم ساعة وف الاخر مبيجوش اقسم بالله بقي سيئ جدا اختارو سواقين محترمه,1,2025-07-09 17:01:15,negative,زباله وسواقين نفضل مستنينهم ساعه وف الاخر مبيجوش اقسم بالله بقي سيئ جدا اختارو سواقين محترمه
Ehab Abdelnaby,ممتاز,5,2025-07-09 16:45:54,positive,ممتاز
Yasmina Yousef,كويسه,5,2025-07-09 16:23:41,positive,كويسه
عبد العاطي بكار,تجربة رائعة,4,2025-07-09 16:20:16,positive,تجربه رائعه
Mohamed Monir,ممتاز,5,2025-07-09 16:17:31,positive,ممتاز
ahmad alnhdi,احلى تطبيق,5,2025-07-09 15:54:19,positive,احلي
S.A S,👍🏻👍🏻👍🏻🌹,5,2025-07-09 15:47:10,positive,
NAWAF,جامد,5,2025-07-09 15:17:52,positive,جامد
Abdllah Ahmad,شكرا على القائمين هل هذا البرنامج دعواتنا لكم مزيد من النجاح شكرا,5,2025-07-09 14:47:19,positive,شكرا القائمين البرنامج دعواتنا مزيد النجاح شكرا
Mahmoud Zahana,يحتاج إلى مزيد من التطوير لا يوجد تواصل هاتفي فقط من خلال رسائل ما زال التطبيق يحتاج مزيد من التطوير يوجد مشكلة في استخدام القسائم ما زال التطبيق سيء,1,2025-07-09 14:32:23,negative,يحتاج الي مزيد التطوير يوجد تواصل هاتفي فقط خلال رسائل زال التطبيق يحتاج مزيد التطوير يوجد مشكله استخدام القسائم زال التطبيق سيء
ahmed adel,رائع,5,2025-07-09 14:20:26,positive,رائع
Hosam Adam,أسوء خدمة عملاء قابلتنى فى حياتى,1,2025-07-09 14:18:55,negative,اسوء خدمه عملاء قابلتني حياتي
Asim Rahma,عاش,5,2025-07-09 14:15:21,positive,عاش
فخرالدين يس ادريس,كل شي ممتاز,5,2025-07-09 14:08:05,positive,شي ممتاز
Hzar Merghani,تطبيق ممتاز مريح وآمن وسريع....,5,2025-07-09 13:57:31,positive,ممتاز مريح وامن وسريع
رجب النجم النجم,رائعه,5,2025-07-09 13:55:17,positive,رائعه
ايمي عبدالمنعم,ممتاز,5,2025-07-09 13:48:32,positive,ممتاز
idris mohammed,سائق ممتاز للغاية وصلني كما هو مطلوب شكرا له ولشركة افر... تحياتي لكم جميعا.,5,2025-07-09 13:33:04,positive,سائق ممتاز للغايه وصلني مطلوب شكرا ولشركه افر تحياتي جميعا
;F; F,ممتاز,5,2025-07-09 13:30:52,positive,ممتاز
Ramez Michelle,معقوله,3,2025-07-09 13:25:37,neutral,معقوله
Mohamed Dahshan,ممتاز,5,2025-07-09 12:31:34,positive,ممتاز
محمد احمد سجرى,تجربه ممتازة,5,2025-07-09 12:30:18,positive,تجربه ممتازه
Kemo Mostafa,ناس محترمه برنامج جميل,3,2025-07-09 12:20:02,neutral,ناس محترمه جميل
Alaadeen Alghnnam,ممتازه,5,2025-07-09 12:13:47,positive,ممتازه
رمضان احمد يوسف,ممتاز,5,2025-07-09 12:13:04,positive,ممتاز
ahmed salah,تطبيق سئ جداً بيحدد الموقع غلط انتظار وقت جداً,1,2025-07-09 11:43:12,negative,سئ جدا بيحدد الموقع غلط انتظار وقت جدا
ممدوح محمد,جميل ورخيص,5,2025-07-09 11:30:25,positive,جميل ورخيص
Hany Mahmoud,ممتازه,5,2025-07-09 11:10:54,positive,ممتازه
Hanan Mostafa,ممتاز جدا سيارات مريحه وكابتن محترمين جدا والأسعار معقوله والمواعيد ممتازه,5,2025-07-09 11:01:30,positive,ممتاز جدا سيارات مريحه وكابتن محترمين جدا والاسعار معقوله والمواعيد ممتازه
Pertty Ladies,جيد جيدا,5,2025-07-09 10:57:17,positive,جيد جيدا
Hadeer Talaat,سيء جدا الانتظار بالنص ساعه عشان الاقي عربيه ولما الغي المشوار مبيلغوش ويقولوا في سائق جه عشان يخصموا 15جنيه وهما اصلا اللي معلقين الانتظار,1,2025-07-09 10:29:06,negative,سيء جدا الانتظار بالنص ساعه عشان الاقي عربيه ولما الغي المشوار مبيلغوش ويقولوا سائق جه عشان يخصموا وهما اصلا اللي معلقين الانتظار
majed_re,التطبيق ممتاز و الأسعار تعتبر منافسه جدا لاكن لانه أشهر تطبيق احيانا السياره تتأخر عليك شويه,4,2025-07-09 10:23:29,positive,التطبيق ممتاز الاسعار تعتبر منافسه جدا لاكن لانه اشهر احيانا السياره تتاخر شويه
Ahmed Emad,تجربه ممتازه,5,2025-07-09 10:20:28,positive,تجربه ممتازه
osama musa,ممتازة,5,2025-07-09 09:40:08,positive,ممتازه
Sayed Maaty,ممتاز,5,2025-07-09 09:04:57,positive,ممتاز
naglaa ahmed,حلو,5,2025-07-09 08:45:09,positive,حلو
mayada nasser,ممتاز -برجاء تعديل وسهوله الاتصال بخدمه العملاء والشكاوى,5,2025-07-09 08:10:16,positive,ممتاز برجاء تعديل وسهوله الاتصال بخدمه العملاء والشكاوي
Rorwajed Ahfw,خصومات أوبر ممتازه جدا,5,2025-07-09 07:47:11,positive,خصومات اوبر ممتازه جدا
باسم باسم باسم باسم,رائعه,5,2025-07-09 07:05:36,positive,رائعه
ايمن العالمي,جميل جدا,5,2025-07-09 07:01:47,positive,جميل جدا
ادم وليد,تطبيق سيئ جدا جدا طلبت مشوار اكتر من ساعتين واقف في الشارع ولا اي استجابه علما بأن الاسعار بقت مضاعفه,1,2025-07-09 06:03:34,negative,سيئ جدا جدا طلبت مشوار اكتر ساعتين واقف الشارع اي استجابه علما بان الاسعار بقت مضاعفه
ولاء عبده,ممتاد,5,2025-07-09 05:32:08,positive,ممتاد
سيد سعيد,ممتازة,5,2025-07-09 05:26:03,positive,ممتازه
محمد XDIO,إنه مفيد و ممتع,5,2025-07-09 05:14:30,positive,انه مفيد ممتع
Ahmed Mohammed,رائعة,5,2025-07-09 04:10:26,positive,رائعه
Montgomery Kira,تطبيق جميل,5,2025-07-09 04:03:08,positive,جميل
محمد عبد الرحمن بقشان,جدا سريع احترام العميل شكرا,5,2025-07-09 01:54:35,positive,جدا سريع احترام العميل شكرا
Enad محمد,جيد,5,2025-07-09 01:47:49,positive,جيد
rooze roo,تحتاج الى دقة اكثر في تحديد الموقع,4,2025-07-09 01:26:50,positive,تحتاج الي دقه اكثر تحديد الموقع
Safaa Nagy,برنامج فى نصب واحتيال يظهرلك سعر الأجرة وبعد ما توصل تلاقية مزود الأجرة كتير جدا ونفس المشوار كل مرة هو هو لكن برنامج حرامى وسائقين سيئين انصح تمسحو ومحدش يتعامل معاهم شركة نصابين وفعلا غلط انى طلبت او اتعاملت معاهم,1,2025-07-08 22:57:48,negative,نصب واحتيال يظهرلك سعر الاجره وبعد توصل تلاقيه مزود الاجره كتير جدا ونفس المشوار مره حرامي وسائقين سيئين انصح تمسحو ومحدش يتعامل معاهم شركه نصابين وفعلا غلط اني طلبت اتعاملت معاهم
Owner Ahmed Qasim,شكرآ,5,2025-07-08 22:46:52,positive,شكرا
Amr Selim,رائعه,5,2025-07-08 22:19:56,positive,رائعه
عبد الملك البلوي,اسرع من رمش العين ما شاء الله و نفسيه السواق تفتح النفس,5,2025-07-08 22:07:00,positive,اسرع رمش العين شاء الله نفسيه السواق تفتح النفس
Ahmed AAA,التطبيق اكثر من ممتاز,5,2025-07-08 21:48:57,positive,التطبيق اكثر ممتاز
Aya Abuelwafa55,good,5,2025-07-08 21:39:01,positive,
blal bely,جيد جدا,5,2025-07-08 20:51:17,positive,جيد جدا
Hosam Gamal,شركة محترمة جدا جدا,5,2025-07-08 20:47:34,positive,شركه محترمه جدا جدا
ABDALRHAMAN FRIEH,ممتازه,5,2025-07-08 20:12:52,positive,ممتازه
صـ،ـدى آلآحـ،ـزآن,ممتاز.,5,2025-07-08 19:35:36,positive,ممتاز
Obaidallah ALHarazy,للأسف فكرة انك تحدد الدفع بالبطاقة وتنخصم ويتصل عليك السائق يسألك هل الدفع كاش وبعدها يلغي المشوار وتقعد تنتظر وقت أكثر أظنها تحتاج معالجة من الشركة,1,2025-07-08 19:24:21,negative,للاسف فكره انك تحدد الدفع بالبطاقه وتنخصم ويتصل السائق يسالك الدفع كاش وبعدها يلغي المشوار وتقعد تنتظر وقت اكثر اظنها تحتاج معالجه الشركه
ام عمر,تحفه,5,2025-07-08 19:14:35,positive,تحفه
Nagh Dybo Dybo,100على100,5,2025-07-08 18:50:12,positive,
حسام حسن,ممتازه,5,2025-07-08 18:34:20,positive,ممتازه
Elgerpy Mohamed,سئ سئ سئ سئ,1,2025-07-08 18:24:42,negative,سئ سئ سئ سئ
محمود الجندي,انجاز,4,2025-07-08 18:16:46,positive,انجاز
Rana Aqel,مومتاز,5,2025-07-08 17:52:29,positive,مومتاز
عبدالله عبدالمطلب,ممتاز,5,2025-07-08 17:50:46,positive,ممتاز
Ahmed Mohamed,جميله,5,2025-07-08 17:39:08,positive,جميله
Mahmoud Greow,كويس,5,2025-07-08 17:18:28,positive,كويس
nawaf 178,جميله,5,2025-07-08 16:43:58,positive,جميله
Abdo Abdo,اسعار كويسه الي حد ما ولاكن لايوجد عروض,4,2025-07-08 16:40:35,positive,اسعار كويسه الي حد ولاكن لايوجد عروض
Om Abdella,تطبيق جيد وقت اللزوم,5,2025-07-08 16:34:24,positive,جيد وقت اللزوم
السيد سليمان,ممتاز زوقك واخلاق,5,2025-07-08 16:28:20,positive,ممتاز زوقك واخلاق
Dr.howayda,سحبتو مني 140 ريال من الفيزا فعمليات معلقه و لا يوجد اي رد من خدمه العملاء ولم استرد المبالغ المخصومه,1,2025-07-08 15:40:08,negative,سحبتو مني الفيزا فعمليات معلقه يوجد اي رد خدمه العملاء ولم استرد المبالغ المخصومه
بنت سوهاج,سعر ممتاز,5,2025-07-08 15:08:18,positive,سعر ممتاز
عوني خلف,ممتاز,5,2025-07-08 15:06:10,positive,ممتاز
Nabil Badry,أعط فرصه لتغيير السعر لتذبذب الاسعار من تاحيتنا كما تفعل الشركات الأخرى,1,2025-07-08 14:42:44,negative,اعط فرصه لتغيير السعر لتذبذب الاسعار تاحيتنا تفعل الشركات الاخري
Vip Vip,شكران,5,2025-07-08 14:21:57,positive,شكران
محمد درويش,مفيش معاهم اي امان اغلب السواقين بيتعاطوا مخدرات ومفيش مقر للشركه ف مصر لذلك ندعو الي الغاء وجودها ف مصر ونشوف بديل مصري يمكن محاسبته تطبيق حقير بينهب جيوب المصريين,1,2025-07-08 14:21:20,negative,مفيش معاهم اي امان اغلب السواقين بيتعاطوا مخدرات ومفيش مقر للشركه مصر لذلك ندعو الي الغاء وجودها مصر ونشوف بديل مصري يمكن محاسبته حقير بينهب جيوب المصريين
tarek samer,برنامج سيئ والسواقين قليلين ومش بيوفقو عالمشاوير بسرعه وبنتظر وقت طويل,1,2025-07-08 14:13:18,negative,سيئ والسواقين قليلين ومش بيوفقو عالمشاوير بسرعه وبنتظر وقت طويل
علاء عاشور,١٠٠٪,4,2025-07-08 13:49:06,positive,٪
Mohamed Hassan,ممتازه جداً,5,2025-07-08 13:44:27,positive,ممتازه جدا
abdo masood,ممتاز,5,2025-07-08 13:20:54,positive,ممتاز
Mohamad Ati,البرنامج حدد الاماكن غلط,3,2025-07-08 12:44:31,neutral,البرنامج حدد الاماكن غلط
محمد امين الشيخ علي,ممتاز,5,2025-07-08 12:36:03,positive,ممتاز
